claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud
882,219,63,IL,100/300,1000,575.6833559301856,0,FEMALE,Masters,Craft-repair,Reading,other-relative,92966.52663004483,84385.89879562556,Vehicle Theft,Unknown,Total Loss,Ambulance,PA,Riverwood,10,4,NO,3,3,NO,87306.58719906867,2808.89915943351,28404.537547204687,8290.328655836145,Audi,2008,1
883,125,44,NY,250/500,500,656.8442971315122,1000000,FEMALE,PhD,Craft-repair,Exercise,unmarried,60071.36437018746,92828.5011650741,Vehicle Theft,Rear Collision,Major Damage,Police,VA,Columbus,18,2,Unknown,3,0,YES,109008.67436373763,17671.960148925038,1130.7539094103558,8785.694661715599,Ford,2010,0
884,57,46,IL,250/500,2000,1821.5061272220617,1000000,MALE,College,Adm-clerical,Chess,not-in-family,63451.89544062467,23793.645241878803,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,21,2,YES,0,0,YES,126123.5838544279,9542.079753539621,8824.989705241522,69178.57504099206,Ford,2002,1
885,147,64,CA,500/1000,1000,1291.2439168373924,2000000,FEMALE,PhD,Adm-clerical,Movies,own-child,76294.33341723002,84579.59326969644,Vehicle Theft,Side Collision,Major Damage,Ambulance,PA,Columbus,9,4,Unknown,0,1,YES,129501.16799265624,24929.742442125083,11193.225204483795,2683.4834199625852,BMW,2003,0
886,475,45,NY,250/500,500,1737.25573909361,1000000,FEMALE,High School,Exec-managerial,Reading,not-in-family,15308.481884140823,66551.25827091643,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Springfield,7,2,NO,2,1,Unknown,26719.453960125753,23998.38378625244,10466.714161991704,26122.157765044074,Dodge,2002,0
887,455,52,CA,250/500,1000,1784.918504337389,0,MALE,Masters,Exec-managerial,Chess,unmarried,97346.88964947393,58069.58197501984,Parked Car,Front Collision,Minor Damage,Fire,VA,Northbrook,10,4,NO,3,0,NO,29956.8714980689,29954.21626423323,22770.097118105674,11713.858253972507,Saab,2005,0
888,316,25,FL,100/300,1000,1891.5118122492788,0,MALE,JD,Adm-clerical,Movies,husband,36432.938472859474,84312.59736891485,Single Vehicle Collision,Rear Collision,Minor Damage,Police,OH,Columbus,7,4,NO,3,0,YES,2916.893172282767,7725.095241130944,10743.133776716011,67966.42219727552,Volkswagen,2006,0
889,382,33,TX,500/1000,500,1924.7438082295487,0,MALE,College,Prof-specialty,Exercise,husband,62824.04259422626,28561.053574520367,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Springfield,19,4,Unknown,2,0,Unknown,20210.44743994478,1854.0327833874103,28697.36429684227,45364.028393011264,Toyota,2008,0
890,360,59,FL,100/300,1000,1332.2386947549594,0,FEMALE,High School,Prof-specialty,Chess,own-child,46861.60204999929,79085.6177686854,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Springfield,9,2,NO,1,2,Unknown,39950.43268106373,13290.097954465344,29849.77875914214,18573.76806334028,Volkswagen,2012,0
891,422,53,TX,100/300,1000,1011.5302583840507,1000000,FEMALE,PhD,Exec-managerial,Reading,unmarried,46818.097976484496,31452.076766820326,Single Vehicle Collision,Unknown,Total Loss,Police,NY,Springfield,16,4,Unknown,0,3,Unknown,108294.85547126729,2502.1000489971248,9504.566121187398,67561.93978874892,Audi,2017,1
892,0,47,FL,500/1000,1000,1942.797311521998,5000000,FEMALE,PhD,Machine-op-inspct,Reading,wife,70274.43721197214,78745.65429080738,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Riverwood,22,2,NO,3,0,NO,71627.24259587526,5354.991451972894,15264.022596195206,67557.94917152089,Mercedes,2006,0
893,386,35,IL,500/1000,1000,1321.1096090018377,0,FEMALE,High School,Adm-clerical,Exercise,unmarried,99466.22988722545,45105.40057564575,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Springfield,10,4,NO,3,1,NO,113806.57856981059,17919.00424084657,16731.175209000223,47119.735971471695,Ford,1998,1
894,460,19,CA,500/1000,2000,596.3790844319166,0,MALE,College,Craft-repair,Movies,husband,65905.98504959515,11694.547149308044,Parked Car,Unknown,Trivial Damage,None,PA,Northbrook,11,4,NO,1,3,NO,73237.10924907366,17763.925540328957,17382.08489901185,24898.89585626335,Mercedes,2007,0
895,347,66,TX,250/500,1000,1464.1648250897974,0,MALE,JD,Prof-specialty,Chess,other-relative,79405.91315727352,38151.98603059905,Single Vehicle Collision,Unknown,Trivial Damage,None,OH,Riverwood,9,2,YES,1,2,Unknown,83561.81921004027,1299.824331890711,11226.269825858988,52806.31122367372,Volkswagen,2015,0
896,189,30,NY,500/1000,1000,1381.5271255925163,0,FEMALE,College,Machine-op-inspct,Exercise,own-child,2761.6057262270124,23349.327830975064,Parked Car,Side Collision,Minor Damage,Police,PA,Springfield,19,4,YES,1,3,Unknown,17104.45469574058,13287.14254254836,4979.80505876489,84024.35605780185,Chevrolet,2021,0
897,190,21,CA,500/1000,500,1843.689309342059,0,FEMALE,Masters,Prof-specialty,Movies,other-relative,81042.73690648183,10053.155078621912,Parked Car,Front Collision,Major Damage,Fire,VA,Northbrook,16,4,NO,0,0,NO,116595.46355906686,15906.56078601725,1636.8162519338302,4742.11124759707,Chevrolet,2010,0
898,368,43,NY,500/1000,2000,1479.7807837367186,0,FEMALE,College,Machine-op-inspct,Camping,wife,29997.588176829715,11028.706842366499,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Northbrook,2,2,NO,2,3,YES,113839.91656383345,8040.727134599599,3190.4599694949643,24098.79121129913,Volkswagen,2004,0
899,408,42,CA,100/300,500,1023.5786366923271,0,MALE,Masters,Adm-clerical,Camping,unmarried,12670.184503466486,78007.13985040499,Single Vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,6,1,Unknown,3,1,NO,46480.45795625263,26161.29545626482,27038.737127815235,25718.73066580176,Toyota,2015,1
900,311,47,CA,100/300,500,1949.3385885587306,0,FEMALE,PhD,Adm-clerical,Movies,wife,11333.408544770584,88139.78525224676,Vehicle Theft,Front Collision,Total Loss,Ambulance,VA,Springfield,2,3,Unknown,0,3,Unknown,49622.42263116009,4832.959429392657,8411.250198615213,56899.868556280955,Saab,2005,0
901,416,28,FL,250/500,500,1702.4292289730504,0,MALE,Masters,Adm-clerical,Reading,other-relative,67987.48141696266,92712.9119432504,Vehicle Theft,Unknown,Major Damage,Fire,OH,Springfield,16,2,YES,1,0,Unknown,33342.376860683755,7617.054150186432,2304.6894963313357,58639.679259909055,Toyota,2019,0
902,421,24,TX,100/300,2000,1445.6264275720314,1000000,FEMALE,JD,Exec-managerial,Reading,unmarried,99761.683604055,85394.61723304547,Multi-vehicle Collision,Front Collision,Trivial Damage,None,WV,Columbus,22,4,Unknown,3,3,Unknown,122169.03156740483,4709.832450982591,18705.890986330585,18647.754005439838,Dodge,2006,0
903,116,48,TX,250/500,500,939.3878051046843,0,MALE,High School,Machine-op-inspct,Camping,not-in-family,66619.50983728997,83022.40972854418,Single Vehicle Collision,Side Collision,Total Loss,None,VA,Northbrook,7,3,Unknown,3,3,Unknown,112177.51689328617,3496.3990161167426,2259.2145378385585,19527.443729859708,Ford,2012,1
904,133,61,CA,100/300,500,1060.3104444714431,0,MALE,Masters,Craft-repair,Reading,not-in-family,26234.81500667757,6883.585151660598,Multi-vehicle Collision,Front Collision,Minor Damage,None,PA,Springfield,20,3,Unknown,0,3,Unknown,91567.58685854578,26369.375520213776,2101.5881900707277,83546.32033827333,Volkswagen,1996,0
905,57,27,IL,500/1000,500,1504.954886144985,0,FEMALE,College,Craft-repair,Reading,wife,20330.59710029397,79012.35947217104,Parked Car,Side Collision,Total Loss,Fire,OH,Columbus,21,4,Unknown,1,1,Unknown,36203.90441788977,8335.774952099457,18647.115176136645,68091.2637078867,BMW,2013,0
906,43,56,IL,100/300,1000,607.9712276949825,0,MALE,Masters,Adm-clerical,Movies,not-in-family,52595.70992680407,78328.2659656451,Parked Car,Front Collision,Minor Damage,Fire,VA,Columbus,18,4,YES,1,3,NO,26192.073225754764,21675.720584035687,17741.85732595592,84090.84589800159,Volkswagen,1999,0
907,172,30,NY,250/500,500,885.0208874753953,1000000,MALE,PhD,Craft-repair,Movies,not-in-family,6503.9299350703295,13129.039410461319,Vehicle Theft,Side Collision,Total Loss,Police,VA,Northbrook,13,1,YES,2,3,Unknown,8015.19325060466,12839.470791757494,1244.3186084988033,74686.70263582659,Ford,2022,0
908,159,48,NY,100/300,2000,1570.851400094897,0,FEMALE,Masters,Prof-specialty,Reading,husband,39933.08329271872,66200.92319346324,Multi-vehicle Collision,Side Collision,Major Damage,None,WV,Northbrook,4,4,Unknown,1,2,Unknown,7318.916525888662,19076.204422017505,13814.335033108464,36250.4064257065,Audi,2014,0
909,172,24,FL,500/1000,2000,1220.0277647669313,2000000,MALE,JD,Machine-op-inspct,Movies,not-in-family,66623.49040057874,45250.73364592815,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Springfield,18,3,Unknown,0,3,Unknown,28476.852901344886,27845.285885166282,13073.049237181038,11059.496552380617,BMW,2004,0
910,316,73,CA,250/500,1000,1103.590347221645,0,FEMALE,Masters,Machine-op-inspct,Chess,husband,96766.22758084841,90001.35234720708,Single Vehicle Collision,Front Collision,Minor Damage,Fire,OH,Springfield,12,4,YES,2,3,Unknown,15529.613582321708,25338.236011297482,16400.67389107665,56696.57792648073,Audi,2020,0
911,302,66,NY,500/1000,2000,727.1864336006217,0,MALE,JD,Machine-op-inspct,Camping,own-child,42565.34478156052,69540.83623956674,Vehicle Theft,Unknown,Total Loss,Ambulance,NY,Riverwood,17,3,NO,2,2,Unknown,83638.09710190522,2069.5917726071357,22135.341313103625,31743.996496963122,Chevrolet,2010,1
912,148,59,NY,500/1000,2000,1162.7735517165988,0,MALE,College,Prof-specialty,Chess,husband,20022.39404073066,95098.75363742521,Vehicle Theft,Rear Collision,Total Loss,None,OH,Northbrook,22,2,Unknown,2,1,YES,54034.47410527431,25356.076058376533,8484.001426865823,38344.53795420449,Mercedes,2006,1
913,79,59,CA,250/500,1000,1656.0379561403508,1000000,MALE,PhD,Exec-managerial,Chess,husband,81736.24033727843,10492.264527464367,Multi-vehicle Collision,Side Collision,Minor Damage,None,OH,Riverwood,10,2,NO,2,1,NO,67019.39443413787,13554.705458420913,12983.408507514308,38386.588710870834,Volkswagen,2003,0
914,373,73,FL,500/1000,500,896.0192691078396,0,MALE,High School,Prof-specialty,Reading,other-relative,74419.95248606165,4060.7314452393184,Vehicle Theft,Side Collision,Total Loss,None,WV,Riverwood,22,3,Unknown,2,2,NO,89313.04394628487,10504.371806396559,23782.28053082895,84293.11398761273,Ford,1997,1
915,212,53,NY,500/1000,1000,508.0978132755161,2000000,FEMALE,College,Machine-op-inspct,Reading,husband,85970.38882047439,97357.93577605461,Vehicle Theft,Side Collision,Trivial Damage,None,WV,Columbus,11,2,YES,0,2,YES,99035.71093035028,20171.637763848852,27676.69171381706,6290.731485414166,Mercedes,1995,0
916,202,37,FL,100/300,500,1502.757351726474,0,FEMALE,College,Machine-op-inspct,Chess,husband,21471.872754289212,8019.216144490438,Vehicle Theft,Side Collision,Major Damage,None,VA,Columbus,7,1,Unknown,3,3,YES,97406.15712244541,28506.23619297744,26739.68919149634,17460.028156129483,BMW,1999,0
917,251,21,TX,500/1000,500,1958.9399066488288,0,FEMALE,High School,Machine-op-inspct,Chess,other-relative,40483.21958498351,38619.58209102295,Parked Car,Front Collision,Total Loss,Fire,WV,Springfield,11,3,NO,1,1,Unknown,39498.059729714456,2824.064927644123,14328.928562821251,54754.0641042433,Dodge,2002,0
918,228,71,FL,500/1000,2000,1410.2398453828744,1000000,MALE,Masters,Craft-repair,Exercise,husband,98155.44377230376,64997.06222505548,Multi-vehicle Collision,Front Collision,Total Loss,None,VA,Northbrook,0,3,YES,3,1,NO,121539.23953426736,23042.310907507173,15625.973910063058,79549.85012323172,Saab,2011,0
919,163,24,IL,500/1000,1000,679.8827883906952,2000000,MALE,Masters,Exec-managerial,Exercise,not-in-family,15804.231977637352,88005.66733340838,Single Vehicle Collision,Rear Collision,Minor Damage,None,NY,Northbrook,17,4,Unknown,3,3,NO,137697.59565292485,6105.240922738662,15873.16326456478,82623.04440311219,BMW,1995,0
920,226,71,IL,500/1000,2000,981.0996385170097,0,FEMALE,Masters,Prof-specialty,Camping,husband,67145.08191554378,25457.731821392605,Single Vehicle Collision,Side Collision,Major Damage,Police,PA,Riverwood,1,1,Unknown,1,0,YES,47732.78290986769,11404.083684809964,26061.467091224542,50326.49409369222,Volkswagen,2007,0
921,146,18,FL,250/500,2000,1801.462422080335,0,FEMALE,PhD,Machine-op-inspct,Chess,own-child,23718.446154726404,2905.8211885023334,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Riverwood,11,4,YES,1,3,NO,3051.2797766271615,26214.690487897496,25198.185208140025,3207.0535732122603,Saab,2000,0
922,19,61,IL,100/300,500,848.8521113852428,0,FEMALE,College,Adm-clerical,Movies,husband,50015.90062825443,52128.679049918945,Vehicle Theft,Unknown,Trivial Damage,None,WV,Springfield,18,1,Unknown,3,0,NO,134923.5509039515,16373.975520370182,9345.975856360352,32723.004987118708,Dodge,2009,1
923,440,73,TX,500/1000,2000,1411.543855246412,0,FEMALE,JD,Exec-managerial,Exercise,husband,80050.9645795688,47111.20202722413,Vehicle Theft,Rear Collision,Trivial Damage,Police,NY,Columbus,22,1,YES,1,3,Unknown,138570.53557654467,2023.6994385127882,4885.490682661058,82703.11296632384,BMW,2001,0
924,401,62,CA,500/1000,1000,1104.0068123809967,5000000,MALE,High School,Adm-clerical,Reading,own-child,48858.6052555819,30689.318218907956,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbrook,6,1,Unknown,2,2,Unknown,8116.4928417485135,15241.45650410215,11369.236844763049,45044.973328981,Dodge,2018,0
925,46,59,IL,250/500,2000,811.7655821294735,0,FEMALE,College,Exec-managerial,Chess,other-relative,80548.169331191,87389.93675014492,Parked Car,Unknown,Trivial Damage,Police,NY,Northbrook,6,3,YES,1,3,Unknown,1241.0104829522338,23689.257049242726,8652.191497482034,65422.53379859523,Toyota,2002,0
926,232,64,IL,500/1000,2000,1720.1103403470195,0,MALE,Masters,Machine-op-inspct,Movies,not-in-family,42633.49054403459,74932.21715832346,Multi-vehicle Collision,Unknown,Trivial Damage,None,VA,Northbrook,0,2,Unknown,1,2,NO,122552.51505741496,15866.4176329678,28523.421744447285,24300.488498409573,BMW,1997,1
927,304,30,FL,250/500,500,1614.2469146985354,5000000,FEMALE,High School,Exec-managerial,Movies,husband,99935.29298700328,85811.63831992466,Vehicle Theft,Rear Collision,Total Loss,Police,WV,Northbrook,17,2,YES,2,0,NO,45568.771495224435,5006.677169371568,7977.470383159547,2348.126633197913,Audi,2009,0
928,13,72,TX,100/300,1000,1492.3865989388983,1000000,MALE,JD,Exec-managerial,Movies,not-in-family,43582.823422021014,16180.89594771992,Parked Car,Unknown,Total Loss,Police,WV,Columbus,7,4,YES,2,0,Unknown,137230.03401075027,13351.232251725956,5436.200451808067,52094.58074191735,BMW,1998,1
929,142,39,CA,100/300,2000,854.5048854031268,0,FEMALE,College,Machine-op-inspct,Reading,wife,14937.947863782641,69241.1958940341,Parked Car,Rear Collision,Major Damage,Fire,VA,Springfield,9,4,Unknown,2,2,Unknown,32903.16420379722,27730.361041189477,26984.371876776466,75164.7922988342,Toyota,2003,0
930,414,71,FL,500/1000,500,646.785504074675,2000000,FEMALE,College,Adm-clerical,Exercise,not-in-family,40186.951564924886,97510.17354188574,Vehicle Theft,Front Collision,Minor Damage,Police,WV,Springfield,22,2,YES,1,2,NO,129242.61511092476,19746.11970282339,2594.3581306821306,89125.15585041635,Mercedes,2005,1
931,0,38,FL,500/1000,2000,1364.2389947389493,0,MALE,PhD,Adm-clerical,Movies,other-relative,74259.31846422302,61191.38918086923,Multi-vehicle Collision,Front Collision,Total Loss,Fire,OH,Columbus,0,2,Unknown,2,1,NO,10762.318323892983,21896.59519525768,7807.981542793806,76211.77699471464,Chevrolet,2015,1
932,372,39,TX,500/1000,1000,1330.51675030915,0,MALE,College,Craft-repair,Exercise,other-relative,84793.77577586286,17136.436529548617,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Springfield,14,1,Unknown,2,1,YES,39465.208673439054,23578.09522348351,13173.335820017652,49904.09317266916,Ford,2008,0
933,53,45,CA,250/500,2000,782.5775140023095,2000000,FEMALE,College,Adm-clerical,Camping,husband,46010.32991762624,99578.03944681345,Single Vehicle Collision,Unknown,Total Loss,Police,PA,Springfield,14,4,Unknown,0,3,Unknown,145982.76743227334,2720.8027258000443,17853.22134479046,54824.61023316836,Mercedes,2021,1
934,373,26,TX,500/1000,2000,584.3700414727588,0,MALE,JD,Adm-clerical,Reading,own-child,59447.68410584397,52832.35815583782,Single Vehicle Collision,Unknown,Trivial Damage,None,OH,Riverwood,3,4,YES,0,2,Unknown,35063.899822526706,17446.096778098916,9830.18689119919,74192.3471844178,Toyota,2003,0
935,258,43,CA,500/1000,500,621.062681290979,0,FEMALE,JD,Exec-managerial,Exercise,other-relative,84489.00678262903,84005.90182762472,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,PA,Columbus,9,4,Unknown,1,0,Unknown,20385.44111921865,11277.455795559243,14887.01990763015,1880.9816448026927,Chevrolet,2006,0
936,143,26,TX,100/300,2000,1989.1564797691005,0,MALE,High School,Craft-repair,Exercise,own-child,81354.61799983199,14936.144743043134,Vehicle Theft,Front Collision,Major Damage,Police,OH,Springfield,7,4,YES,2,1,NO,128629.67054471279,4174.774910162914,5964.935592918195,85652.82690268235,Audi,1999,0
937,470,32,FL,500/1000,500,1675.3758421143255,1000000,FEMALE,Masters,Machine-op-inspct,Movies,wife,65772.39053611328,66609.62177579214,Multi-vehicle Collision,Unknown,Minor Damage,Police,OH,Riverwood,13,2,NO,1,2,NO,18111.21836834112,6081.286749120714,17228.22360676456,47856.79000175601,Volkswagen,2015,0
938,440,27,FL,100/300,1000,1882.981213947759,0,FEMALE,JD,Machine-op-inspct,Movies,own-child,81502.71042508549,91261.76982038638,Single Vehicle Collision,Unknown,Major Damage,Police,OH,Columbus,12,2,NO,0,0,YES,15069.688232635772,23434.814211742032,12234.504248389785,85689.49677964389,Audi,2019,0
939,458,41,NY,500/1000,2000,792.5820833545449,0,FEMALE,High School,Prof-specialty,Reading,unmarried,57591.0758368637,53201.78191119393,Single Vehicle Collision,Unknown,Total Loss,Ambulance,NY,Columbus,20,3,NO,0,0,YES,48852.0575613356,4844.673158693184,25477.79061805351,68830.18317561674,Volkswagen,2000,0
940,11,74,IL,100/300,1000,1940.8528044851525,0,FEMALE,College,Craft-repair,Exercise,own-child,464.8168925280638,28866.00605848044,Single Vehicle Collision,Unknown,Minor Damage,Ambulance,PA,Northbrook,16,3,Unknown,2,2,Unknown,95481.61173624544,9372.55821665158,12472.024001659573,13793.359307461653,Ford,2013,1
941,329,59,TX,500/1000,1000,713.9815272097431,0,FEMALE,High School,Exec-managerial,Chess,other-relative,4126.67844022232,12742.18279575865,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,6,2,YES,1,3,YES,106756.582879915,8546.200147892445,13314.462536461508,14956.8573361025,Audi,2022,0
942,223,25,NY,100/300,2000,1263.6227428497068,0,FEMALE,High School,Prof-specialty,Movies,own-child,97980.8399238183,29594.46652383303,Multi-vehicle Collision,Unknown,Major Damage,Ambulance,VA,Riverwood,5,1,Unknown,0,1,NO,132245.19818219566,1458.9109174370296,17765.249680272376,31892.773243542924,Ford,1999,0
943,271,41,IL,250/500,500,1744.543526625596,2000000,FEMALE,High School,Prof-specialty,Movies,own-child,14499.204200270522,35488.4202926858,Vehicle Theft,Front Collision,Total Loss,Ambulance,WV,Riverwood,8,2,YES,3,1,YES,81366.27313088636,13864.753477180757,3695.1001223082435,23832.523172028177,Volkswagen,1995,1
944,455,33,TX,100/300,1000,1024.705031767369,0,FEMALE,High School,Machine-op-inspct,Camping,unmarried,40451.64088234628,70995.51052298295,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Columbus,19,1,NO,2,2,YES,59315.95912076582,22977.89526507626,4703.855301188432,39592.958460847614,Chevrolet,2019,0
