claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,destination_risk,trip_duration_days,incident_category,travel_insurance_type,booking_lead_time_days,total_claim_amount,fraud
1281,264,28,FL,500/1000,2000,952.8789067894345,0,MALE,PhD,Machine-op-inspct,Exercise,wife,37234.35955089368,16374.380843934943,C,B,B,C,A,2510.716737505078,0
1282,199,32,NY,250/500,1000,1454.963332078851,1000000,FEMALE,PhD,Adm-clerical,Camping,unmarried,10221.24713235043,32301.05057824986,C,C,C,A,B,4233.1088438903425,0
1283,298,38,FL,250/500,1000,506.45968213445946,0,MALE,JD,Prof-specialty,Reading,husband,34175.02351236255,34358.35639198156,A,B,A,B,C,226.61358172999002,0
1284,454,42,NY,250/500,500,582.7243050210141,0,FEMALE,PhD,Craft-repair,Chess,husband,93544.60869433644,52380.10407512075,A,A,C,B,B,7150.912984530594,0
1285,237,73,NY,250/500,2000,1694.3635843377588,0,MALE,PhD,Adm-clerical,Reading,other-relative,81268.41597648099,63265.01259534029,B,C,C,B,B,8319.30585613249,1
1286,12,20,IL,250/500,1000,803.7671673463944,1000000,FEMALE,High School,Craft-repair,Chess,not-in-family,23377.50744172842,50478.76647375491,C,B,B,C,B,247.9410117493053,0
1287,238,41,CA,500/1000,1000,1788.5210127480752,0,FEMALE,College,Craft-repair,Movies,own-child,96169.79285994062,14805.360377756704,B,A,C,C,C,2890.487317932073,0
1288,498,46,NY,250/500,2000,1983.193592073467,0,MALE,High School,Machine-op-inspct,Camping,own-child,10508.73601288781,70265.26894875911,A,B,A,A,C,5183.4049921437845,0
1289,96,50,IL,100/300,1000,1600.0521430364731,0,MALE,JD,Exec-managerial,Chess,other-relative,99325.68844054219,6905.84605187331,B,B,A,C,C,1573.5025340314012,0
1290,360,44,FL,500/1000,1000,1751.5551317077907,2000000,FEMALE,College,Machine-op-inspct,Camping,other-relative,46168.799163460186,55832.26975107557,B,B,C,C,C,1065.1534983668894,1
1291,159,74,FL,100/300,500,1203.1758038835696,0,MALE,JD,Exec-managerial,Movies,own-child,23332.301676640443,40937.239724113875,A,A,C,A,A,5538.6744368839,0
1292,404,30,FL,100/300,1000,967.647080250177,0,MALE,College,Adm-clerical,Chess,unmarried,19268.9302311305,19304.023207850074,B,A,C,B,A,8699.47752178192,0
1293,84,18,NY,100/300,1000,1468.134134482573,0,FEMALE,JD,Exec-managerial,Reading,other-relative,73191.20089601338,72830.5484903261,C,A,A,A,C,7581.763261350504,1
1294,434,66,TX,500/1000,500,753.9089745841718,1000000,MALE,Masters,Adm-clerical,Chess,other-relative,61354.19569071683,36750.27084459054,B,C,A,B,B,4007.272084993429,0
1295,479,71,TX,250/500,2000,778.7727782306702,0,FEMALE,High School,Prof-specialty,Exercise,husband,96684.16495521684,48779.56260204193,B,B,C,A,C,2642.7266466334104,0
1296,15,33,CA,250/500,500,1626.7367097416566,0,FEMALE,Masters,Craft-repair,Chess,unmarried,93628.4658483231,69999.88486564043,C,C,B,C,C,8906.415218992473,0
1297,175,18,CA,250/500,500,761.8750617779888,0,MALE,High School,Prof-specialty,Reading,husband,83642.4462905733,83036.84938797403,B,C,B,C,A,7775.844932319962,0
1298,303,29,IL,250/500,500,1982.8379837321424,0,FEMALE,JD,Machine-op-inspct,Movies,own-child,26327.413523943265,16664.331135157718,A,B,A,C,B,8108.23684884384,0
1299,56,35,NY,100/300,500,1632.0888687939894,1000000,FEMALE,High School,Exec-managerial,Exercise,unmarried,82132.29254266962,39362.610413154616,C,C,B,A,B,9180.618269309722,1
1300,324,38,CA,250/500,2000,1870.2437579207738,0,FEMALE,JD,Exec-managerial,Chess,husband,73035.3932952015,7875.470681626606,C,A,A,A,A,8957.431620340725,0
1301,227,43,NY,100/300,1000,1227.6951215553136,0,FEMALE,JD,Machine-op-inspct,Camping,wife,89569.02920030053,6572.739841564157,B,B,C,A,C,4273.662501910037,0
1302,278,37,CA,250/500,1000,1258.328152785051,0,MALE,JD,Craft-repair,Reading,husband,46429.626271973626,53596.31455779442,A,B,C,C,B,7734.053943823198,0
1303,84,71,FL,100/300,2000,1735.157125345106,0,MALE,JD,Prof-specialty,Chess,wife,22613.50143986387,59395.23898901026,C,B,A,C,A,9276.897979953077,0
1304,182,29,IL,500/1000,1000,1327.0394355496883,0,FEMALE,JD,Prof-specialty,Camping,unmarried,84803.21901978491,16357.30990451162,B,C,A,B,A,900.2638988184297,1
1305,279,21,FL,500/1000,2000,545.3792812117816,0,FEMALE,JD,Craft-repair,Chess,not-in-family,61391.852793246624,15084.573013250658,B,C,A,C,B,7708.708069951766,0
1306,453,18,IL,250/500,500,1117.1199966620648,0,MALE,Masters,Craft-repair,Movies,other-relative,48149.37401185041,65791.96428552408,B,A,A,A,A,6670.566338740422,0
1307,3,19,TX,500/1000,1000,1524.6389872718953,1000000,MALE,JD,Prof-specialty,Camping,wife,62606.960549273506,83444.5220289605,B,A,B,B,B,5592.148800094809,0
1308,265,42,CA,100/300,500,938.4072955337633,0,FEMALE,High School,Prof-specialty,Exercise,unmarried,89797.19766893265,98727.20766436744,A,C,A,C,A,6361.784620865537,0
1309,139,22,IL,500/1000,500,545.5150478619187,0,MALE,JD,Craft-repair,Reading,not-in-family,13106.860536988284,28391.430758422397,A,A,B,A,B,9767.618768389724,0
1310,41,43,TX,250/500,2000,1502.1327881879224,5000000,MALE,JD,Exec-managerial,Movies,own-child,19926.94999540635,91393.71189629045,A,A,B,C,B,8777.44984603759,0
1311,29,46,CA,250/500,1000,1704.382318837056,0,FEMALE,JD,Exec-managerial,Chess,own-child,12060.720836196992,73357.44308561628,B,A,B,C,B,9840.97968009991,0
1312,256,48,NY,100/300,1000,1031.657095796807,0,FEMALE,High School,Exec-managerial,Reading,not-in-family,59311.146975078824,2755.3080869842206,A,C,A,C,C,7402.103518173175,0
1313,146,36,TX,250/500,500,825.7648510024724,1000000,MALE,PhD,Exec-managerial,Exercise,wife,17580.424412842123,29202.544751978297,A,C,A,C,A,197.0603064903201,0
1314,240,19,IL,250/500,1000,1935.6521456962678,0,MALE,High School,Machine-op-inspct,Movies,wife,6873.847960034917,44599.777663813686,B,B,C,B,B,3500.396995204572,0
1315,164,37,CA,500/1000,2000,1389.4969913263135,0,FEMALE,JD,Prof-specialty,Reading,wife,60185.1224209348,33982.3662366977,A,C,C,C,B,956.9438731320157,0
1316,149,22,TX,250/500,500,668.2768534117956,2000000,FEMALE,College,Exec-managerial,Chess,other-relative,26826.85036093758,90514.44611459259,C,C,C,A,A,4998.476461413839,0
1317,382,35,FL,500/1000,1000,1113.1310602357948,2000000,FEMALE,College,Machine-op-inspct,Chess,own-child,60798.17526791957,92480.45064799943,A,C,B,A,B,2274.9947663547446,0
1318,1,29,IL,100/300,500,1162.0190745696593,0,FEMALE,JD,Machine-op-inspct,Camping,not-in-family,60600.66034747292,34244.505603147554,A,B,B,B,B,2783.4696406577195,0
1319,321,66,FL,100/300,2000,1107.5288540857994,0,FEMALE,College,Machine-op-inspct,Chess,unmarried,27388.983718904292,39912.88771536888,A,B,A,B,A,1164.8378165637553,0
1320,294,24,FL,500/1000,2000,686.0856842604408,0,FEMALE,Masters,Craft-repair,Reading,husband,86769.35704884278,77689.47671081901,C,A,C,C,B,6528.540887766348,1
1321,105,73,FL,500/1000,2000,1893.8489789323144,0,FEMALE,College,Prof-specialty,Reading,own-child,61978.15252011176,15825.558433396014,C,A,A,C,A,9191.007224158671,0
1322,210,33,IL,250/500,1000,1842.2201397905683,0,MALE,JD,Craft-repair,Chess,not-in-family,60825.6256418445,12479.090514777557,C,C,C,B,C,6726.34493038517,0
1323,102,21,IL,100/300,500,1788.238482427492,0,FEMALE,PhD,Prof-specialty,Reading,unmarried,88248.00252845579,74424.37301093197,C,C,C,B,A,6612.063501319324,0
1324,134,18,TX,250/500,2000,1721.603666496041,0,FEMALE,College,Prof-specialty,Reading,wife,92957.77714185524,52661.45356394829,C,B,B,A,B,9187.241648178288,0
1325,350,52,IL,100/300,500,1336.272988840294,1000000,MALE,College,Craft-repair,Movies,not-in-family,82153.36293733533,18338.14146799084,C,A,A,A,A,3864.452040212196,0
1326,17,32,NY,250/500,1000,1403.708346723125,2000000,FEMALE,PhD,Exec-managerial,Exercise,wife,57521.43713130893,85990.40485805737,B,C,C,A,B,8953.555234088712,0
1327,0,69,CA,500/1000,2000,1682.1191242749076,0,FEMALE,College,Machine-op-inspct,Chess,own-child,53563.26349302691,41692.8680482515,A,B,B,A,A,7050.396391045197,0
1328,64,30,IL,100/300,2000,817.9475367781062,0,MALE,College,Adm-clerical,Reading,not-in-family,32409.78131175496,61658.76507290429,C,B,A,C,C,907.0095209986546,0
1329,81,18,NY,100/300,1000,1196.19972415122,0,FEMALE,JD,Craft-repair,Reading,not-in-family,14279.215702195024,98403.01611130786,B,B,B,B,B,7106.851327943269,0
1330,165,41,NY,250/500,2000,1071.0624891291686,2000000,MALE,PhD,Machine-op-inspct,Movies,own-child,76994.6380345085,94813.20030189859,C,A,C,A,B,1030.7249891322556,0
1331,66,26,NY,100/300,2000,1273.6012137101234,1000000,FEMALE,Masters,Machine-op-inspct,Movies,own-child,85151.286324698,10933.83113748253,B,B,B,A,B,7150.149380628124,1
1332,17,61,FL,500/1000,2000,1186.9439737460236,0,FEMALE,College,Exec-managerial,Camping,own-child,38659.78215660216,74832.34998354023,C,C,C,B,A,2519.955701895485,0
1333,405,33,TX,250/500,2000,841.0017621155484,0,FEMALE,Masters,Prof-specialty,Exercise,not-in-family,87784.37552444107,76924.86560198311,B,B,B,C,A,156.7185999614198,0
1334,391,53,CA,250/500,1000,1822.5297972620835,0,FEMALE,College,Adm-clerical,Camping,not-in-family,71594.16097053513,83354.6791804301,A,B,B,B,A,5993.806566856178,0
1335,252,62,IL,100/300,500,1309.9739331726646,0,MALE,High School,Machine-op-inspct,Chess,wife,90875.67983862845,91158.58134039842,A,A,B,A,A,6961.341794026485,0
1336,293,18,FL,500/1000,500,1689.2693591470759,0,FEMALE,PhD,Exec-managerial,Camping,wife,83678.87876544477,78639.21120411105,C,A,B,C,A,9264.09675358677,0
1337,73,52,CA,250/500,2000,920.1340194837192,0,FEMALE,Masters,Machine-op-inspct,Reading,unmarried,2831.6180616665742,50471.13265114608,C,B,A,C,C,318.1875834943288,0
1338,130,35,TX,100/300,2000,1541.55483035316,2000000,MALE,PhD,Adm-clerical,Camping,wife,25665.332270275598,48386.28104032983,C,A,A,A,C,9891.321420779883,0
1339,491,54,IL,250/500,500,991.2968837380629,0,FEMALE,High School,Machine-op-inspct,Camping,other-relative,65098.4379349724,76974.7857398074,B,C,A,C,B,7676.036242858898,0
1340,16,50,CA,500/1000,1000,852.8397831567993,1000000,FEMALE,High School,Exec-managerial,Exercise,wife,81675.97298696835,55975.95104988291,A,B,C,B,C,9505.767109644981,0
1341,6,32,TX,100/300,2000,1340.9975835238822,0,FEMALE,JD,Exec-managerial,Chess,husband,86490.69031310389,4163.650094966864,A,B,B,B,A,2655.238077626504,1
1342,228,46,IL,500/1000,2000,948.0466829167526,2000000,FEMALE,JD,Craft-repair,Reading,unmarried,76028.67745892263,17610.346236206387,C,C,A,A,A,5021.088846229986,0
1343,253,21,NY,100/300,500,1106.7003935226885,0,MALE,Masters,Prof-specialty,Movies,wife,10821.84613397379,12429.690451474107,B,A,A,A,A,5596.100041937138,1
1344,469,27,CA,100/300,2000,1427.0419007702458,0,FEMALE,PhD,Prof-specialty,Movies,own-child,5602.547304121741,11301.831232542148,B,A,B,C,A,6469.4014785629715,0
1345,238,59,NY,100/300,500,1558.2292943343482,0,FEMALE,High School,Exec-managerial,Chess,own-child,63526.96653023213,40651.642877300685,C,A,B,C,C,5762.442470507884,0
1346,104,32,TX,500/1000,1000,789.178991407194,2000000,MALE,College,Exec-managerial,Camping,other-relative,30375.86156373998,12650.753586796936,A,A,B,C,C,6153.609237992259,1
1347,394,71,TX,100/300,500,1636.7331105259293,0,MALE,College,Exec-managerial,Movies,wife,85282.32252084531,43901.49999649667,A,B,C,B,C,9781.39271169598,0
1348,47,62,IL,500/1000,500,884.2567373852542,1000000,FEMALE,PhD,Machine-op-inspct,Reading,husband,73125.26477376043,91974.59148516018,B,B,A,C,B,1281.9821765588479,0
1349,18,44,CA,250/500,500,1470.4785921566972,5000000,FEMALE,PhD,Exec-managerial,Reading,own-child,95891.35269270343,40956.64922880633,B,B,B,C,A,3580.629247475354,0
1350,156,52,CA,500/1000,500,1961.4453463670563,0,MALE,College,Adm-clerical,Exercise,unmarried,16177.432224795562,49823.34952646102,B,B,A,C,A,6919.533306480508,0
1351,411,70,FL,500/1000,2000,516.926539886192,5000000,FEMALE,Masters,Exec-managerial,Camping,unmarried,99005.46226090488,8555.494484292203,C,B,B,A,B,8287.45176915359,1
1352,155,27,FL,100/300,2000,947.2320582241342,0,FEMALE,Masters,Craft-repair,Camping,other-relative,44554.46105203778,90267.44407731477,C,A,B,B,B,6978.801504154111,1
1353,188,31,IL,250/500,1000,1082.2396296245308,0,MALE,High School,Craft-repair,Chess,husband,33563.74354930014,80571.481605001,C,C,B,B,C,6882.384588979906,0
1354,35,37,CA,250/500,1000,1382.4617431236527,0,MALE,High School,Exec-managerial,Movies,unmarried,61159.76556122157,45205.53819307912,C,B,C,C,A,8130.405899486684,0
1355,151,53,CA,100/300,500,1303.4730385193059,0,FEMALE,Masters,Exec-managerial,Movies,wife,87171.06771386616,52323.61521112612,C,A,C,A,B,9301.954612900188,0
1356,363,45,IL,250/500,1000,1573.1160615369024,0,MALE,High School,Exec-managerial,Exercise,other-relative,96053.6979219044,93183.87598912917,B,C,A,B,A,5425.479392786314,1
1357,438,73,CA,100/300,2000,1432.8071360538656,0,MALE,PhD,Craft-repair,Movies,unmarried,53857.05886062028,42416.67959705153,C,C,A,A,C,2169.0434215147784,1
1358,74,31,FL,250/500,2000,1375.0855261889164,0,MALE,Masters,Craft-repair,Reading,wife,41508.563023013834,12188.79949815096,B,A,A,A,C,8732.584425645191,0
1359,158,53,CA,500/1000,1000,1027.4822528934535,0,FEMALE,High School,Prof-specialty,Chess,unmarried,31422.210660448214,59185.07303791621,B,A,B,B,C,9292.089349783819,1
1360,120,34,NY,250/500,500,805.084772520944,1000000,MALE,High School,Machine-op-inspct,Movies,unmarried,49443.446550108114,33078.04784808415,B,C,B,B,B,9293.049769113004,0
1361,263,66,CA,250/500,500,1030.6912951932977,0,FEMALE,PhD,Adm-clerical,Reading,wife,76862.8284532147,34144.777557381276,C,A,C,C,C,6748.295800879988,0
1362,47,39,TX,250/500,1000,517.8160060036844,1000000,FEMALE,Masters,Prof-specialty,Camping,unmarried,3543.7715975428996,91104.5422201558,C,C,C,C,C,6683.101835158142,0
1363,401,35,TX,100/300,1000,803.2698675155309,0,FEMALE,PhD,Exec-managerial,Movies,wife,74798.72876686174,66844.55217061771,C,B,B,B,A,1700.3986492356905,1
1364,223,26,TX,100/300,2000,995.1756449992793,1000000,FEMALE,JD,Craft-repair,Exercise,not-in-family,13836.516761172279,71682.43988396043,B,B,C,A,B,1101.040039570751,0
1365,295,69,NY,250/500,500,1678.4294666057265,2000000,FEMALE,JD,Prof-specialty,Reading,unmarried,77286.17043419303,71412.05293740706,C,A,B,C,A,2998.3438642123456,1
1366,478,66,CA,500/1000,2000,533.8072127350584,2000000,MALE,Masters,Adm-clerical,Camping,unmarried,8112.225852998911,62642.04212910128,A,C,C,C,B,2084.839281161596,0
1367,267,67,IL,250/500,1000,522.1070306249967,1000000,MALE,College,Machine-op-inspct,Camping,own-child,14320.89849931616,96105.58990071132,A,C,C,C,A,3353.8122760321107,0
1368,307,59,FL,100/300,1000,1798.9870010638974,0,FEMALE,High School,Adm-clerical,Exercise,unmarried,70275.38593630677,24043.989673527856,C,A,C,A,B,4149.317134802071,0
1369,347,72,CA,250/500,500,1076.782542129607,0,MALE,College,Adm-clerical,Reading,not-in-family,63485.57880558544,46139.93333431915,A,B,A,C,C,5277.38486015004,0
1370,434,27,IL,100/300,1000,529.6048931482836,0,MALE,College,Adm-clerical,Exercise,wife,27384.6249452682,67607.53603425503,A,B,B,B,C,5140.2814421598505,0
1371,375,34,CA,250/500,2000,1974.4647673843133,0,FEMALE,JD,Craft-repair,Chess,own-child,51884.68803563611,14646.25344919469,B,B,B,A,C,9571.890477112715,0
1372,441,20,TX,250/500,2000,946.8875585449675,1000000,MALE,High School,Craft-repair,Exercise,own-child,80978.80798385326,24730.905383674784,A,A,A,A,B,8816.031022606801,1
1373,122,62,TX,250/500,1000,1774.560258523085,2000000,FEMALE,Masters,Machine-op-inspct,Exercise,unmarried,48834.59734910107,30675.790767102517,C,B,B,A,C,3687.223129126054,0
1374,122,43,CA,100/300,1000,1473.5896804387842,0,MALE,Masters,Prof-specialty,Exercise,husband,36769.1347983231,37582.027870660975,B,A,C,B,C,8880.095091665286,0
1375,263,28,TX,250/500,2000,610.8492523099458,0,FEMALE,Masters,Craft-repair,Camping,not-in-family,38681.91789721472,34198.06106255522,B,A,B,C,A,373.85827217949105,0
1376,274,31,IL,100/300,2000,563.7217871384818,0,MALE,JD,Adm-clerical,Reading,unmarried,17879.862042407967,5492.511063029004,A,A,C,B,B,8542.127085526363,0
1377,407,30,CA,250/500,500,1634.7798677513854,0,FEMALE,PhD,Exec-managerial,Reading,not-in-family,77206.89919548553,37209.2062619842,B,C,A,B,B,522.5757319468754,0
1378,157,30,CA,500/1000,500,1534.272967608999,2000000,FEMALE,College,Craft-repair,Camping,own-child,47700.400106386754,18398.013243581325,A,C,A,B,C,2357.14704638993,0
1379,159,50,CA,100/300,1000,668.1792634596829,0,FEMALE,High School,Exec-managerial,Exercise,own-child,40204.48808692064,9029.264648136093,B,A,A,A,A,2152.5535401944358,0
1380,251,35,FL,250/500,500,1724.9359086379459,1000000,FEMALE,College,Craft-repair,Movies,unmarried,52792.90401747042,25879.15551069542,A,B,A,A,C,3173.7557008012122,0
1381,369,28,FL,250/500,2000,1484.3464382860957,0,MALE,PhD,Prof-specialty,Chess,unmarried,64494.74115850777,23162.58825608606,C,B,C,A,C,3520.4769319628144,0
1382,394,62,IL,100/300,2000,1273.0368666299037,2000000,MALE,JD,Exec-managerial,Reading,wife,32068.134637165367,13962.2668806485,B,B,C,B,B,6859.139168371496,0
1383,78,19,CA,250/500,2000,1810.9364279088643,0,MALE,College,Adm-clerical,Exercise,other-relative,69694.97802233882,13107.028522901199,B,A,A,C,B,5016.236559286306,0
1384,385,47,IL,250/500,2000,918.8481078243817,2000000,FEMALE,PhD,Machine-op-inspct,Chess,unmarried,12417.860918745871,71911.93950756574,B,C,A,A,B,9534.07034097027,0
1385,73,33,FL,250/500,2000,1570.2332286959909,0,MALE,High School,Machine-op-inspct,Movies,unmarried,80278.4471466681,99576.25587547976,B,C,B,A,A,8263.837781482238,0
1386,449,42,NY,250/500,2000,1889.30462888015,1000000,FEMALE,High School,Exec-managerial,Movies,not-in-family,28118.242090631284,3812.930499815126,A,C,A,C,A,7283.40148760855,0
1387,27,52,IL,500/1000,2000,1525.071579654501,0,FEMALE,JD,Adm-clerical,Camping,other-relative,19125.369392002565,50394.22869610562,A,B,A,B,A,9865.628539072233,0
1388,394,24,FL,250/500,1000,1157.4073387405329,0,MALE,Masters,Adm-clerical,Movies,own-child,98182.55225331601,16294.073499847005,B,A,B,A,C,7493.067615105566,0
1389,123,31,CA,250/500,500,1864.6867870656047,1000000,MALE,JD,Prof-specialty,Reading,not-in-family,87250.381450525,12625.341462513872,A,A,C,A,A,1234.173167593061,1
1390,282,74,FL,500/1000,1000,1300.3665540180898,1000000,FEMALE,High School,Prof-specialty,Exercise,own-child,66049.30160391088,15314.03006570613,C,B,B,B,B,5127.384153919116,0
1391,350,69,NY,250/500,1000,1199.4425484916965,2000000,FEMALE,High School,Exec-managerial,Chess,own-child,55263.01814363558,66713.5554418145,A,A,A,B,A,2061.2420194214264,0
1392,106,71,CA,500/1000,2000,1703.782389029791,0,MALE,JD,Prof-specialty,Movies,other-relative,30604.233462469932,11720.09525383767,A,C,C,C,C,613.2628831080613,0
1393,327,34,FL,250/500,2000,937.8563286155036,0,FEMALE,PhD,Exec-managerial,Movies,own-child,63445.28288966507,57461.64459960999,A,A,C,B,C,9945.42583827374,0
1394,298,49,IL,100/300,2000,1510.0083965665287,0,FEMALE,High School,Craft-repair,Camping,not-in-family,28166.479534016988,22652.299987896564,A,B,A,A,C,9153.90200147293,0
1395,390,40,NY,250/500,1000,1702.3847968089235,2000000,MALE,PhD,Adm-clerical,Movies,own-child,44741.67435035294,95601.2453589005,A,B,C,B,C,6264.9605352466,0
1396,152,28,IL,100/300,1000,1082.5131660176285,1000000,MALE,JD,Craft-repair,Movies,not-in-family,56850.28649545095,50017.830801342134,A,B,A,B,C,6721.030784163593,0
1397,272,69,CA,100/300,1000,1365.3912841070294,0,FEMALE,High School,Machine-op-inspct,Camping,wife,23787.08107866562,81685.6245974865,C,C,B,A,C,2957.1357876249695,1
1398,57,25,TX,500/1000,500,1054.4819236954863,5000000,MALE,College,Exec-managerial,Movies,husband,61074.479115427726,94426.61831061571,C,A,B,C,B,785.5605287096815,0
1399,211,53,CA,250/500,500,1385.7905495045632,0,MALE,JD,Machine-op-inspct,Exercise,other-relative,24290.93512402596,32035.140363444538,A,B,A,A,C,8058.6921057598165,0
1400,430,30,FL,100/300,2000,1628.9591562717983,2000000,MALE,Masters,Adm-clerical,Exercise,unmarried,14947.637237490819,1202.5951508052412,B,A,A,A,C,5766.334895077644,0
1401,403,55,NY,100/300,2000,1231.1671216185969,0,FEMALE,JD,Prof-specialty,Chess,own-child,80156.10688067308,97969.14128873013,A,A,A,C,A,4674.94497546011,1
1402,321,20,IL,500/1000,1000,1938.101653418287,1000000,MALE,Masters,Exec-managerial,Movies,wife,68946.69344015456,17483.833095731472,A,C,A,A,C,6747.538906362558,0
1403,65,34,FL,100/300,2000,1022.574186004692,0,FEMALE,PhD,Exec-managerial,Exercise,unmarried,28300.9694679086,43211.51499048862,B,B,A,B,B,4976.656213817493,0
1404,217,44,NY,100/300,1000,1328.8309983401602,0,MALE,Masters,Adm-clerical,Camping,own-child,73310.55517938374,43379.06077486479,A,A,C,A,B,4062.7550153773955,1
